conflict_id,pacote_origem,arquivo_origem,sha256,tamanho
3693,ARQUIVOS 2(1).zip,ARQUIVOS 2/CLAUDE FABLE 5/ledger-posting.service.ts,e77ab119350d812a1bcd27d88b0a573eb33d204ff77ca7c24e6b6a2af4d58994,6652
3693,ARQUIVOS 2(1).zip,ARQUIVOS 2/ledger-posting.service.ts,8eaa01c49b9eaf1eaf6cd3f210f56a350801bd7cbbd6d23dcb3e865b587fd330,10944
3694,ARQUIVOS 2(1).zip,ARQUIVOS 2/2 PARTE /money.value-object.ts,bad3af362e545ca26bd0275ac261eabbea90e74abf3bfd1ed1c775d6e5dce757,6702
3694,ARQUIVOS 2(1).zip,ARQUIVOS 2/CLAUDE FABLE 5/money.value-object.ts,bad3af362e545ca26bd0275ac261eabbea90e74abf3bfd1ed1c775d6e5dce757,6702
3694,ARQUIVOS 2(1).zip,ARQUIVOS 2/money.value-object.ts,06129cc548ffa352bddc94af10d9680b38af24b64f5f24f96fd143d331f8d3b0,6203
3765,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-limits/Dockerfile,63bbce184df08d117e724df08802234dd4c083c2dbdf8293c576c1296605abd1,146
3765,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-limits/Dockerfile,8cca466669df64368d1c1cf442f58f2fe4f29ce7152618050ec7d97232fe01b6,156
3769,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-limits/README.md,f9eadbfe8b9f048fe79e0f6099b122434d72c9e5241078625b36a43e24e688af,507
3769,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-limits/README.md,853d884214a65d5694efd688cb6cbb84c22b1c2ae80ae83bea3bc5716eb977b3,527
3787,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-limits/service.yaml,1650c3789bf22cd50335c5bc35b451049f78de782ebe8d54b06b82c9a4945346,195
3787,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-limits/service.yaml,98919c541203ca1af74cbb630d4ff63db5ea8b37a88a60c09d25618f6427dccd,226
3852,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-notifications/Dockerfile,cc6bfd90711e1ea57a6fc249b1c4847433acd476791c45debfd0ea8b2a5e7e88,153
3852,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-notifications/Dockerfile,8cca466669df64368d1c1cf442f58f2fe4f29ce7152618050ec7d97232fe01b6,156
3856,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-notifications/README.md,6484f5ad81919a38a4cc62495fd3d0ac8d125a04453e5692a292ea14773557d8,528
3856,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-notifications/README.md,853d884214a65d5694efd688cb6cbb84c22b1c2ae80ae83bea3bc5716eb977b3,527
3874,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-notifications/service.yaml,f0d3078271b123aa76c904a62a8856fcceb34db8045fcf2487a9c6def48a254a,223
3874,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-notifications/service.yaml,98919c541203ca1af74cbb630d4ff63db5ea8b37a88a60c09d25618f6427dccd,226
3983,ARQUIVOS 2(1).zip,ARQUIVOS 2/2 PARTE /state-machines.ts,47f7799feb6cb36618e13d8afd3d31d5a6059e84409cd49ed4f760e2cf8aa807,4938
3983,ARQUIVOS 2(1).zip,ARQUIVOS 2/CLAUDE FABLE 5/state-machines.ts,47f7799feb6cb36618e13d8afd3d31d5a6059e84409cd49ed4f760e2cf8aa807,4938
3983,ARQUIVOS 2(1).zip,ARQUIVOS 2/state-machines.ts,8a1ba4712370eb9e92cf81683262caa8bd0ebd030951380d48088d59a54c6276,8819
4016,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-pix/Dockerfile,5b8a22975f1dd7f4ff0beabf2e0d429c1aa95b890aa24655afc232cd6763e7e3,143
4016,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-pix/Dockerfile,8cca466669df64368d1c1cf442f58f2fe4f29ce7152618050ec7d97232fe01b6,156
4020,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-pix/README.md,ee67a43b3e55fad921e7b48bde44a61c02fb3435ab04ed32ce529286a04fa541,502
4020,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-pix/README.md,853d884214a65d5694efd688cb6cbb84c22b1c2ae80ae83bea3bc5716eb977b3,527
4038,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-pix/service.yaml,b24bd495d76e2792fdaf7cfa6cde6ead9a0c08ce010f5b9e7df1d0cdffa7d216,187
4038,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-pix/service.yaml,98919c541203ca1af74cbb630d4ff63db5ea8b37a88a60c09d25618f6427dccd,226
4129,03-Regenera-Core-Risk-Control(1).zip,06-risk-control/regenera-control-reconciliation/Dockerfile,9a951998a2fc07767fe03c9de87463b9e8eacd85451bfb5f7929ace702f2e83b,157
4129,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-reconciliation/Dockerfile,8cca466669df64368d1c1cf442f58f2fe4f29ce7152618050ec7d97232fe01b6,156
4133,03-Regenera-Core-Risk-Control(1).zip,06-risk-control/regenera-control-reconciliation/README.md,9f77fea3be31b21a2aa0d489d728e1a12c54e2d0ebf95165def0c78eec95879e,538
4133,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-reconciliation/README.md,853d884214a65d5694efd688cb6cbb84c22b1c2ae80ae83bea3bc5716eb977b3,527
4153,03-Regenera-Core-Risk-Control(1).zip,06-risk-control/regenera-control-reconciliation/service.yaml,3d832513f80baee3ff412c4ca62516b2750a65dc64359b388272c8f5c7be1707,234
4153,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-reconciliation/service.yaml,98919c541203ca1af74cbb630d4ff63db5ea8b37a88a60c09d25618f6427dccd,226
4336,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-transactions/Dockerfile,378699dbe3d244a3626f6ba6d73b02b9d68ead279636fcdff96cc3ce91777dcd,152
4336,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-transactions/Dockerfile,8cca466669df64368d1c1cf442f58f2fe4f29ce7152618050ec7d97232fe01b6,156
4340,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-transactions/README.md,5dbc12a3e81fa6cdb77dd5a3dd94f0dfcaa16f6e3404606fa6e807e69ecbcd28,529
4340,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-transactions/README.md,853d884214a65d5694efd688cb6cbb84c22b1c2ae80ae83bea3bc5716eb977b3,527
4358,03-Regenera-Core-Risk-Control(1).zip,05-core-banking/regenera-core-transactions/service.yaml,6dfdb89e9d8448e9bb2ec213efcf759dc33d14e62b3af22a5f846e86e5767eca,223
4358,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-transactions/service.yaml,98919c541203ca1af74cbb630d4ff63db5ea8b37a88a60c09d25618f6427dccd,226
